3,764
3,765
3,764
3,761
3,762
3,762
3,759
3,755
3,757
3,762
3,764
3,764
3,763
3,762
3,763
3,763
3,759
3,755
3,756
3,760
3,762
3,764
3,765
3,763
3,763
3,762
3,759
3,757
3,759
3,763
3,763
3,764
3,764
3,764
3,764
3,762
3,759
3,757
3,758
3,762
3,761
3,764
3,764
3,762
3,762
3,761
3,758
3,757
3,757
3,760
3,763
3,764
3,765
3,763
3,763
3,763
3,760
3,756
3,758
3,761
3,763
3,764
3,764
3,764
3,763
3,762
3,759
3,755
3,757
3,760
3,764
3,764
3,764
3,763
3,763
3,762
3,759
3,758
3,757
3,762
3,763
3,765
3,765
3,763
3,763
3,762
3,759
3,756
3,758
3,762
3,765
3,764
3,764
3,762
3,763
3,762
3,759
3,756
3,758
3,762
3,763
3,765
3,764
3,763
3,763
3,762
3,760
3,757
3,758
3,760
3,764
3,764
3,763
3,761
3,762
3,763
3,759
3,756
3,758
3,761
3,764
3,765
3,764
3,765
3,763
3,762
3,759
3,757
3,759
3,760
3,763
3,764
3,764
3,763
3,763
3,762
3,760
3,756
3,758
3,761
3,762
3,764
3,764
3,764
3,763
3,763
3,760
3,755
3,757
3,761
3,764
3,764
3,765
3,763
3,763
3,762
3,759
3,755
3,757
3,760
3,763
3,765
3,764
3,764
3,764
3,763
3,758
3,757
3,758
3,762
3,764
3,765
3,764
3,763
3,763
3,763
3,759
3,756
3,757
3,761
3,763
3,764
3,764
3,762
3,763
3,763
3,759
3,757
3,758
3,761
3,763
3,765
3,764
3,763
3,763
3,762
3,759
3,756
3,757
3,761
3,763
3,765
3,764
3,762
3,763
3,762
3,760
3,759
3,758
3,761
3,764
3,765
3,764
3,762
3,763
3,762
3,759
3,757
3,758
3,760
3,763
3,765
3,764
3,764
3,763
3,763
3,759
3,756
3,758
3,761
3,764
3,763
3,764
3,763
3,762
3,761
3,759
3,755
3,755
3,761
3,764
3,766
3,765
3,763
3,763
3,762
3,760
3,757
3,758
3,760
3,763
3,764
3,765
3,764
3,763
3,762
3,758
3,757
3,758
3,761
3,763
3,764
3,764
3,762
3,763
3,763
3,759
3,757
3,760
3,762
3,763
3,765
3,763
3,763
3,763
3,763
3,759
3,757
3,756
3,761
3,763
3,765
3,763
3,763
3,763
3,762
3,760
3,756
3,758
3,760
3,763
3,763
3,765
3,763
3,763
3,763
3,760
3,757
3,757
3,760
3,763
3,766
3,765
3,763
3,763
3,762
3,759
3,757
3,760
3,763
3,764
3,765
3,764
3,765
3,764
3,763
3,760
3,756
3,757
3,761
3,763
3,765
3,765
3,763
3,764
3,763
3,759
3,758
3,758
3,761
3,763
3,764
3,763
3,763
3,762
3,763
3,760
3,756
3,758
3,760
3,763
3,764
3,763
3,762
3,763
3,763
3,759
3,756
3,757
3,760
3,763
3,764
3,764
3,762
3,764
3,762
3,759
3,757
3,757
3,761
3,764
3,765
3,765
3,765
3,763
3,763
3,759
3,757
3,758
3,761
3,763
3,764
3,764
3,762
3,763
3,762
3,760
3,755
3,756
3,760
3,761
3,764
3,766
3,764
3,763
3,763
3,761
3,757
3,758
3,761
3,763
3,764
3,763
3,762
3,762
3,762
3,760
3,756
3,757
3,759
3,762
3,765
3,765
3,763
3,763
3,763
3,760
3,758
3,759
3,762
3,764
3,765
3,765
3,764
3,763
3,763
3,759
3,755
3,757
3,761
3,763
3,765
3,764
3,763
3,762
3,763
3,760
3,755
3,756
3,760
3,763
3,764
3,765
3,764
3,763
3,763
3,760
3,757
3,759
3,761
3,764
3,765
3,764
3,764
3,764
3,763
3,760
3,757
3,758
3,761
3,763
3,765
3,764
3,764
3,763
3,763
3,760
3,756
3,757
3,761
3,763
3,764
3,764
3,763
3,764
3,763
3,760
3,757
3,759
3,760
3,763
3,764
3,763
3,762
3,762
3,762
3,760
3,756
3,758
3,760
3,764
3,765
3,764
3,763
3,764
3,762
3,760
3,756
3,756
3,760
3,763
3,764
3,763
3,763
3,763
3,762
3,760
3,758
3,758
3,760
3,763
3,766
3,763
3,763
3,763
3,763
3,760
3,756
3,756
3,760
3,763
3,764
3,765
3,762
3,763
3,762
3,760
3,758
3,758
3,760
3,764
3,764
3,765
3,764
3,763
3,763
3,759
3,756
3,758
3,762
3,764
3,765
3,764
3,762
3,763
3,763
3,760
3,755
3,758
3,759
3,763
3,765
3,764
3,764
3,763
3,763
3,760
3,758
3,757
3,760
3,764
